"","Count","Words"
"you might",2834,"you might"
"was one",2829,"was one"
"would love",2829,"would love"
"the problem",2823,"the problem"
"i decided",2820,"i decided"
"all about",2815,"all about"
"behind the",2807,"behind the"
"then the",2807,"then the"
"up at",2806,"up at"
"in addition",2802,"in addition"
"there's no",2801,"there's no"
"one thing",2801,"one thing"
"the front",2800,"the front"
"his wife",2798,"his wife"
"to become",2796,"to become"
"on and",2795,"on and"
"down and",2795,"down and"
"through a",2791,"through a"
"have some",2790,"have some"
"did i",2788,"did i"
"won't be",2780,"won't be"
"we want",2778,"we want"
"to spend",2778,"to spend"
"known as",2776,"known as"
"make me",2776,"make me"
"home and",2774,"home and"
"but when",2773,"but when"
"these are",2772,"these are"
"plenty of",2771,"plenty of"
"the weekend",2769,"the weekend"
"work with",2763,"work with"
"made me",2763,"made me"
"just to",2758,"just to"
"the water",2749,"the water"
"on saturday",2747,"on saturday"
"work on",2745,"work on"
"me know",2744,"me know"
"version of",2740,"version of"
"my friends",2739,"my friends"
"friends and",2739,"friends and"
"he also",2738,"he also"
"president of",2737,"president of"
"department of",2725,"department of"
"was that",2723,"was that"
"you i",2723,"you i"
"be more",2722,"be more"
"and see",2720,"and see"
"he can",2718,"he can"
"social media",2715,"social media"
"one that",2714,"one that"
"to check",2712,"to check"
"plans to",2711,"plans to"
"the federal",2706,"the federal"
"about that",2705,"about that"
"a place",2703,"a place"
"hope to",2701,"hope to"
"the process",2701,"the process"
"there will",2699,"there will"
"i might",2699,"i might"
"the ground",2698,"the ground"
"the original",2694,"the original"
"get out",2694,"get out"
"is there",2693,"is there"
"with no",2692,"with no"
"set up",2688,"set up"
"likely to",2688,"likely to"
"as long",2687,"as long"
"focus on",2686,"focus on"
"right to",2686,"right to"
"is your",2685,"is your"
"come back",2678,"come back"
"and said",2676,"and said"
"you too",2676,"you too"
"we would",2675,"we would"
"the things",2673,"the things"
"many people",2673,"many people"
"some people",2672,"some people"
"that it's",2672,"that it's"
"on monday",2671,"on monday"
"the board",2670,"the board"
"go back",2668,"go back"
"i remember",2668,"i remember"
"there and",2664,"there and"
"i'm just",2660,"i'm just"
"at that",2659,"at that"
"see how",2657,"see how"
"that i'm",2650,"that i'm"
"to ask",2649,"to ask"
"idea of",2646,"idea of"
"didn't have",2646,"didn't have"
"thousands of",2644,"thousands of"
"i took",2642,"i took"
"it could",2642,"it could"
"not even",2640,"not even"
"miss you",2634,"miss you"
"with us",2632,"with us"
"can make",2628,"can make"
"two of",2626,"two of"
"not in",2624,"not in"
"go on",2622,"go on"
"that could",2622,"that could"
"is like",2617,"is like"
"work and",2617,"work and"
"here are",2617,"here are"
"out that",2613,"out that"
"gonna be",2612,"gonna be"
"of how",2610,"of how"
"the street",2609,"the street"
"but also",2603,"but also"
"any other",2601,"any other"
"on top",2601,"on top"
"the field",2600,"the field"
"the lord",2599,"the lord"
"is for",2597,"is for"
"it had",2590,"it had"
"the area",2589,"the area"
"don't get",2580,"don't get"
"like you",2577,"like you"
"a beautiful",2576,"a beautiful"
"how you",2575,"how you"
"the white",2575,"the white"
"i find",2573,"i find"
"he didn't",2573,"he didn't"
"so excited",2572,"so excited"
"years and",2571,"years and"
"and with",2570,"and with"
"i wasn't",2570,"i wasn't"
"was no",2569,"was no"
"it does",2567,"it does"
"half of",2566,"half of"
"within the",2564,"within the"
"sounds like",2563,"sounds like"
"not that",2561,"not that"
"for one",2561,"for one"
"and be",2560,"and be"
"think it's",2560,"think it's"
"the event",2556,"the event"
"and of",2552,"and of"
"day in",2549,"day in"
"the state's",2549,"the state's"
"the following",2547,"the following"
"the group",2545,"the group"
"last month",2545,"last month"
"of which",2544,"of which"
"come out",2544,"come out"
"didn't know",2542,"didn't know"
"place to",2541,"place to"
"in other",2541,"in other"
"have not",2540,"have not"
"a job",2540,"a job"
"we know",2540,"we know"
"on an",2540,"on an"
"we get",2539,"we get"
"one is",2536,"one is"
"you go",2536,"you go"
"it makes",2534,"it makes"
"over and",2531,"over and"
"the beginning",2525,"the beginning"
"to us",2523,"to us"
"the air",2522,"the air"
"i told",2522,"i told"
"the work",2521,"the work"
"on how",2519,"on how"
"over to",2516,"over to"
"you the",2514,"you the"
"today is",2513,"today is"
"say the",2512,"say the"
"something to",2509,"something to"
"few days",2509,"few days"
"watching the",2509,"watching the"
"but then",2508,"but then"
"me on",2507,"me on"
"to call",2507,"to call"
"a person",2505,"a person"
"will get",2501,"will get"
"to build",2501,"to build"
"been in",2495,"been in"
"this month",2494,"this month"
"though i",2486,"though i"
"a group",2486,"a group"
"the internet",2485,"the internet"
"don't like",2478,"don't like"
"a number",2477,"a number"
"now the",2477,"now the"
"member of",2477,"member of"
"no idea",2476,"no idea"
"during a",2474,"during a"
"come on",2472,"come on"
"too many",2466,"too many"
"pay for",2462,"pay for"
"see if",2459,"see if"
"as she",2458,"as she"
"called the",2458,"called the"
"but she",2457,"but she"
"middle of",2454,"middle of"
"with our",2454,"with our"
"are some",2454,"are some"
"him in",2453,"him in"
"also a",2453,"also a"
"thought it",2452,"thought it"
"san diego",2452,"san diego"
"is being",2449,"is being"
"was also",2447,"was also"
"know it",2446,"know it"
"how it",2444,"how it"
"million in",2443,"million in"
"a game",2442,"a game"
"pick up",2441,"pick up"
"end up",2441,"end up"
"from to",2441,"from to"
"a major",2439,"a major"
"what happened",2437,"what happened"
"of god",2437,"of god"
"the current",2437,"the current"
"get back",2432,"get back"
"than i",2432,"than i"
"figure out",2431,"figure out"
"is good",2431,"is good"
"a special",2427,"a special"
"care of",2425,"care of"
"a free",2424,"a free"
"health care",2424,"health care"
"it so",2424,"it so"
"at me",2423,"at me"
"is always",2422,"is always"
"find the",2421,"find the"
"coming to",2420,"coming to"
"in any",2419,"in any"
"even the",2418,"even the"
"said we",2417,"said we"
"the police",2414,"the police"
"the latest",2413,"the latest"
"and at",2409,"and at"
"or so",2406,"or so"
"we just",2402,"we just"
"were the",2400,"were the"
"nice to",2397,"nice to"
"put the",2395,"put the"
"it also",2392,"it also"
"these days",2390,"these days"
"the power",2390,"the power"
"my husband",2389,"my husband"
"to add",2389,"to add"
"love and",2389,"love and"
"i wonder",2389,"i wonder"
"were a",2389,"were a"
"the little",2384,"the little"
"pretty much",2383,"pretty much"
"near the",2382,"near the"
"keep the",2381,"keep the"
"be at",2381,"be at"
"i go",2379,"i go"
"was very",2374,"was very"
"family and",2372,"family and"
"it takes",2369,"it takes"
"in for",2367,"in for"
"work in",2366,"work in"
"will never",2363,"will never"
"will take",2362,"will take"
"read the",2360,"read the"
"is really",2357,"is really"
"place in",2352,"place in"
"the room",2350,"the room"
"be sure",2347,"be sure"
"to provide",2347,"to provide"
"were not",2341,"were not"
"to and",2339,"to and"
"or two",2338,"or two"
"the floor",2337,"the floor"
"all this",2337,"all this"
"were in",2334,"were in"
"a child",2333,"a child"
"other than",2332,"other than"
"my family",2330,"my family"
"plan to",2329,"plan to"
"i wanna",2328,"i wanna"
"they could",2325,"they could"
"the place",2322,"the place"
"state of",2322,"state of"
"the county",2321,"the county"
"filled with",2317,"filled with"
"someone who",2317,"someone who"
"people and",2317,"people and"
"hit the",2316,"hit the"
"it may",2313,"it may"
"i'm in",2310,"i'm in"
"three years",2307,"three years"
"you feel",2304,"you feel"
"that's not",2304,"that's not"
"thing i",2303,"thing i"
"thought i",2302,"thought i"
"a part",2302,"a part"
"get my",2299,"get my"
"no more",2297,"no more"
"the music",2295,"the music"
"get in",2295,"get in"
"where they",2288,"where they"
"you had",2287,"you had"
"who will",2285,"who will"
"i look",2284,"i look"
"trip to",2282,"trip to"
"of things",2281,"of things"
"proud of",2278,"proud of"
"time the",2277,"time the"
"me for",2277,"me for"
"that way",2277,"that way"
"has not",2276,"has not"
"a former",2275,"a former"
"or even",2274,"or even"
"one in",2274,"one in"
"a pretty",2273,"a pretty"
"series of",2273,"series of"
"you love",2273,"you love"
"its own",2270,"its own"
"good for",2268,"good for"
"using the",2266,"using the"
"rt i",2266,"rt i"
"give me",2265,"give me"
"the summer",2265,"the summer"
"still have",2264,"still have"
"us and",2263,"us and"
"go out",2261,"go out"
"which has",2261,"which has"
"they want",2259,"they want"
"the job",2257,"the job"
"next time",2257,"next time"
"that makes",2255,"that makes"
"i read",2255,"i read"
"much for",2255,"much for"
"hundreds of",2252,"hundreds of"
"the person",2252,"the person"
"it's all",2250,"it's all"
"time with",2248,"time with"
"about my",2247,"about my"
"and let",2246,"and let"
"to avoid",2244,"to avoid"
"addition to",2239,"addition to"
"the former",2239,"the former"
"a really",2238,"a really"
"without a",2235,"without a"
"quite a",2233,"quite a"
"so they",2232,"so they"
"the city's",2230,"the city's"
"welcome to",2230,"welcome to"
"to pick",2228,"to pick"
"few years",2228,"few years"
"you're not",2223,"you're not"
"for following",2223,"for following"
"take it",2220,"take it"
"but for",2220,"but for"
"the local",2219,"the local"
"me up",2219,"me up"
"put it",2219,"put it"
"involved in",2218,"involved in"
"the years",2216,"the years"
"are just",2215,"are just"
"to turn",2213,"to turn"
"access to",2212,"access to"
"this book",2212,"this book"
"this point",2212,"this point"
"none of",2211,"none of"
"love that",2210,"love that"
"create a",2207,"create a"
"see that",2206,"see that"
"bunch of",2205,"bunch of"
"two weeks",2205,"two weeks"
"was at",2205,"was at"
"a million",2203,"a million"
"each of",2203,"each of"
"a statement",2203,"a statement"
"give you",2202,"give you"
"the center",2201,"the center"
"the question",2200,"the question"
"and two",2200,"and two"
"that were",2199,"that were"
"not so",2199,"not so"
"will do",2199,"will do"
"the court",2198,"the court"
"the early",2198,"the early"
"so good",2197,"so good"
"took the",2197,"took the"
"is at",2197,"is at"
"will make",2196,"will make"
"on sunday",2195,"on sunday"
"had an",2191,"had an"
"know you",2189,"know you"
"my way",2189,"my way"
"to one",2188,"to one"
"the bill",2188,"the bill"
"of any",2187,"of any"
"watch the",2184,"watch the"
"seemed to",2184,"seemed to"
"get some",2179,"get some"
"why do",2176,"why do"
"starting to",2175,"starting to"
"way i",2172,"way i"
"let the",2171,"let the"
"the perfect",2170,"the perfect"
"an amazing",2169,"an amazing"
"i may",2168,"i may"
"as part",2168,"as part"
"the three",2168,"the three"
"to save",2166,"to save"
"who were",2165,"who were"
"your favorite",2164,"your favorite"
"a full",2162,"a full"
"the economy",2161,"the economy"
"today and",2159,"today and"
"on tuesday",2159,"on tuesday"
"for what",2159,"for what"
"we did",2157,"we did"
"to visit",2155,"to visit"
"and do",2154,"and do"
"the food",2154,"the food"
"i dont",2151,"i dont"
"i won't",2149,"i won't"
"and our",2149,"and our"
"am a",2148,"am a"
"soon as",2146,"soon as"
"the church",2145,"the church"
"the program",2144,"the program"
"to those",2144,"to those"
"a team",2144,"a team"
"did the",2142,"did the"
"living in",2141,"living in"
"making a",2139,"making a"
"on thursday",2137,"on thursday"
"and also",2136,"and also"
"in life",2135,"in life"
"the president",2135,"the president"
"on me",2132,"on me"
"a series",2130,"a series"
"man who",2129,"man who"
"food and",2128,"food and"
"come up",2126,"come up"
"came out",2126,"came out"
"you got",2126,"you got"
"ended up",2125,"ended up"
"are on",2125,"are on"
"the market",2123,"the market"
"the home",2120,"the home"
"much to",2119,"much to"
"on its",2118,"on its"
"as many",2117,"as many"
"work for",2116,"work for"
"this summer",2115,"this summer"
"if not",2114,"if not"
"all in",2112,"all in"
"at his",2109,"at his"
"how are",2108,"how are"
"was still",2107,"was still"
"nothing to",2107,"nothing to"
"her and",2107,"her and"
"the office",2101,"the office"
"things i",2101,"things i"
"is only",2101,"is only"
"once again",2100,"once again"
"as to",2099,"as to"
"few weeks",2099,"few weeks"
"my dad",2096,"my dad"
"which the",2096,"which the"
"the hospital",2096,"the hospital"
"do something",2096,"do something"
"won the",2095,"won the"
"you on",2094,"you on"
"did it",2093,"did it"
"including the",2093,"including the"
"to join",2092,"to join"
"be so",2092,"be so"
"me too",2092,"me too"
"we love",2091,"we love"
"tend to",2090,"tend to"
"it really",2089,"it really"
"to bed",2089,"to bed"
"get your",2088,"get your"
"to school",2088,"to school"
"am so",2086,"am so"
"the west",2086,"the west"
"where we",2085,"where we"
"all you",2085,"all you"
"if there",2083,"if there"
"to its",2083,"to its"
"a young",2082,"a young"
"return to",2082,"return to"
"the community",2079,"the community"
"if your",2079,"if your"
"of one",2078,"of one"
"that had",2078,"that had"
"the news",2075,"the news"
"the kind",2074,"the kind"
"when you're",2074,"when you're"
"have it",2074,"have it"
"it might",2074,"it might"
"the line",2073,"the line"
"but as",2073,"but as"
"happened to",2072,"happened to"
"the project",2071,"the project"
"about you",2071,"about you"
"was my",2070,"was my"
"a guy",2067,"a guy"
"to support",2067,"to support"
"wake up",2065,"wake up"
"our own",2062,"our own"
"getting a",2062,"getting a"
"let us",2062,"let us"
"more about",2061,"more about"
"that's why",2061,"that's why"
"a bunch",2059,"a bunch"
"does it",2058,"does it"
"come in",2058,"come in"
"lol i",2058,"lol i"
"very good",2057,"very good"
"it should",2056,"it should"
"the ones",2056,"the ones"
"at first",2055,"at first"
"do so",2052,"do so"
"year old",2050,"year old"
"ways to",2048,"ways to"
"look for",2046,"look for"
"i'm still",2046,"i'm still"
"it's time",2043,"it's time"
"new year",2041,"new year"
"it looks",2041,"it looks"
"on what",2040,"on what"
"want a",2040,"want a"
"to what",2039,"to what"
"it when",2038,"it when"
"working with",2038,"working with"
"more and",2036,"more and"
"as soon",2035,"as soon"
"days of",2034,"days of"
"it took",2034,"it took"
"for another",2032,"for another"
"the district",2030,"the district"
"great day",2029,"great day"
"so i'm",2028,"so i'm"
"one more",2027,"one more"
"this will",2026,"this will"
"at it",2025,"at it"
"must have",2024,"must have"
"picked up",2024,"picked up"
"it's like",2023,"it's like"
"for its",2023,"for its"
"say i",2019,"say i"
"do we",2019,"do we"
"don't forget",2018,"don't forget"
"look forward",2017,"look forward"
"to hold",2016,"to hold"
"form of",2015,"form of"
"on facebook",2014,"on facebook"
"are more",2013,"are more"
"he doesn't",2012,"he doesn't"
"i heard",2011,"i heard"
"my phone",2010,"my phone"
"pair of",2009,"pair of"
"the phone",2007,"the phone"
"that his",2007,"that his"
"he's a",2004,"he's a"
"point of",2004,"point of"
"been the",2003,"been the"
"week and",2002,"week and"
"to some",2001,"to some"
"why is",2001,"why is"
"saw the",2000,"saw the"
"a family",1998,"a family"
"in with",1996,"in with"
"found a",1996,"found a"
"the list",1996,"the list"
"if she",1996,"if she"
"him a",1995,"him a"
"in there",1995,"in there"
"with one",1995,"with one"
"that all",1994,"that all"
"the heart",1993,"the heart"
"was born",1990,"was born"
"outside the",1990,"outside the"
"the red",1989,"the red"
"great to",1989,"great to"
"i wouldn't",1988,"i wouldn't"
"the reason",1988,"the reason"
"school and",1987,"school and"
